SDA,type,post,meas,treat,sfy,rgrp4,rgrp3,rgrp9,rgrp6,tot_tvst
Nueces SDA,mce,1,cnt,0,2016,0.0003370408,0.0001085635,0.0010615711,0.000570288,0.0028042003
Nueces SDA,mce,1,cnt,0,2017,0.0005118362,0.0002184646,0,0,0.0007303008
Nueces SDA,mce,1,cnt,0,2018,0.00014041,0.0001067236,0.0009920635,0.0002566735,0.0024417046
Nueces SDA,mce,1,cost,1,2013,0,0,0,,0
Nueces SDA,mce,1,cost,1,2014,0,0,0,0,0
Nueces SDA,mce,1,cost,1,2015,0,25.159074074,2.7298611111,0,31.710740741
Nueces SDA,mce,1,cost,1,2016,0,0,0,0,0
Nueces SDA,mce,1,cost,1,2017,0,0,0,0,0
Nueces SDA,mce,1,cost,1,2018,29.903303748,0,0,2.3150816993,29.903303748
Nueces SDA,mce,1,cost,0,2013,4.0730347546,0.8083016938,0,0,4.8813364484
Nueces SDA,mce,1,cost,0,2014,1.3479443683,3.7125635852,0,0,5.0605079535
Nueces SDA,mce,1,cost,0,2015,1.133427974,1.5205669607,3.9202673493,4.0317510331,13.676342249
Nueces SDA,mce,1,cost,0,2016,1.5031165038,0.4806898124,9.402990092,0.1498431708,23.064257244
Nueces SDA,mce,1,cost,0,2017,0.4165099168,2.2925868397,0,0,2.7090967565
Nueces SDA,mce,1,cost,0,2018,4.0668274361,0.0130981857,12.128573909,1.8850855578,29.79360588
Nueces SDA,mcm,0,cnt,1,2013,0,0,0,,0
Nueces SDA,mcm,0,cnt,1,2014,0,0,0,0,0
Nueces SDA,mcm,0,cnt,1,2015,0,0.1666666667,0,0,0.1666666667
Nueces SDA,mcm,0,cnt,1,2016,0,0,0,0.1666666667,0
Nueces SDA,mcm,0,cnt,1,2017,0,0,0.1666666667,0,0.1666666667
Nueces SDA,mcm,0,cnt,1,2018,0.1666666667,0,0,0,0.1666666667
Nueces SDA,mcm,0,cnt,0,2013,0.1666666667,0.1666666667,0,0,0.3333333333
Nueces SDA,mcm,0,cnt,0,2014,0.2083333333,0.1666666667,0,0,0.375
Nueces SDA,mcm,0,cnt,0,2015,0.1666666667,0.1666666667,0,0.1666666667,0.3333333333
Nueces SDA,mcm,0,cnt,0,2016,0.2,0.1666666667,0,0.1666666667,0.3666666667
Nueces SDA,mcm,0,cnt,0,2017,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0.5
Nueces SDA,mcm,0,cnt,0,2018,0.2083333333,0.1666666667,0.1666666667,0.1666666667,0.7083333333
Nueces SDA,mcm,0,cost,1,2013,0,0,0,,0
Nueces SDA,mcm,0,cost,1,2014,0,0,0,0,0
Nueces SDA,mcm,0,cost,1,2015,0,8.0583333333,0,0,8.0583333333
Nueces SDA,mcm,0,cost,1,2016,0,0,0,39.745,0
Nueces SDA,mcm,0,cost,1,2017,0,0,14.33,0,14.33
Nueces SDA,mcm,0,cost,1,2018,10653.045833,0,0,0,10653.045833
Nueces SDA,mcm,0,cost,0,2013,15.05,6122.5483333,0,0,6137.5983333
Nueces SDA,mcm,0,cost,0,2014,2563.4745833,922.00833333,0,0,3485.4829167
Nueces SDA,mcm,0,cost,0,2015,2523.61875,2319.0295833,0,1720.8755556,4842.6483333
Nueces SDA,mcm,0,cost,0,2016,1084.692,322.19166667,0,819.68166667,1406.8836667
Nueces SDA,mcm,0,cost,0,2017,1273.7966667,1794.4933333,7.5066666667,363.20444444,3075.7966667
Nueces SDA,mcm,0,cost,0,2018,129.595,6077.2408333,112.26916667,1364.0172222,6431.3741667
Nueces SDA,mcm,1,cnt,1,2013,0,0,0,,0
Nueces SDA,mcm,1,cnt,1,2014,0,0,0,0,0
Nueces SDA,mcm,1,cnt,1,2015,0,0.1666666667,0.1666666667,0,0.3333333333
Nueces SDA,mcm,1,cnt,1,2016,0,0,0,0,0
Nueces SDA,mcm,1,cnt,1,2017,0,0,0,0,0
Nueces SDA,mcm,1,cnt,1,2018,0.1666666667,0,0,0.1666666667,0.1666666667
Nueces SDA,mcm,1,cnt,0,2013,0.1666666667,0.1666666667,0,0,0.3333333333
Nueces SDA,mcm,1,cnt,0,2014,0.1666666667,0.25,0,0,0.4166666667
Nueces SDA,mcm,1,cnt,0,2015,0.1666666667,0.1904761905,0.1666666667,0.1666666667,0.6904761905
Nueces SDA,mcm,1,cnt,0,2016,0.1666666667,0.1666666667,0.1666666667,0.2222222222,0.6666666667
Nueces SDA,mcm,1,cnt,0,2017,0.1666666667,0.1666666667,0,0,0.3333333333
Nueces SDA,mcm,1,cnt,0,2018,0.1666666667,0.25,0.1666666667,0.1666666667,0.75
Nueces SDA,mcm,1,cost,1,2013,0,0,0,,0
Nueces SDA,mcm,1,cost,1,2014,0,0,0,0,0
Nueces SDA,mcm,1,cost,1,2015,0,3622.9066667,32.758333333,0,3655.665
Nueces SDA,mcm,1,cost,1,2016,0,0,0,0,0
Nueces SDA,mcm,1,cost,1,2017,0,0,0,0,0
Nueces SDA,mcm,1,cost,1,2018,5053.6583333,0,0,236.13833333,5053.6583333
Nueces SDA,mcm,1,cost,0,2013,5683.92,2107.6466667,0,0,7791.5666667
Nueces SDA,mcm,1,cost,0,2014,655.55027778,10120.448333,0,0,10775.998611
Nueces SDA,mcm,1,cost,0,2015,429.14416667,1428.4640476,765.75888889,1951.3675,4084.757381
Nueces SDA,mcm,1,cost,0,2016,743.29111111,737.955,1476.2694444,58.388888889,5842.1202778
Nueces SDA,mcm,1,cost,0,2017,135.62604167,1749.0145,0,0,1884.6405417
Nueces SDA,mcm,1,cost,0,2018,4827.3241667,30.6825,2037.6004167,1224.0488889,7578.005
Nueces SDA,mcn,0,cnt,1,2013,0,0,0,,0
Nueces SDA,mcn,0,cnt,1,2014,0,0,0,0,0
Nueces SDA,mcn,0,cnt,1,2015,0,1,0,0,1
Nueces SDA,mcn,0,cnt,1,2016,0,0,0,1,0
Nueces SDA,mcn,0,cnt,1,2017,0,0,1,0,1
Nueces SDA,mcn,0,cnt,1,2018,2,0,0,0,2
Nueces SDA,mcn,0,cnt,0,2013,1,2,0,0,3
Nueces SDA,mcn,0,cnt,0,2014,4,2,0,0,6
Nueces SDA,mcn,0,cnt,0,2015,4,4,0,3,8
Nueces SDA,mcn,0,cnt,0,2016,5,3,0,3,8
Nueces SDA,mcn,0,cnt,0,2017,6,6,1,3,13
Nueces SDA,mcn,0,cnt,0,2018,4,2,2,6,8
Nueces SDA,mcn,1,cnt,1,2013,0,0,0,,0
Nueces SDA,mcn,1,cnt,1,2014,0,0,0,0,0
Nueces SDA,mcn,1,cnt,1,2015,0,1,1,0,2
Nueces SDA,mcn,1,cnt,1,2016,0,0,0,0,0
Nueces SDA,mcn,1,cnt,1,2017,0,0,0,0,0
Nueces SDA,mcn,1,cnt,1,2018,1,0,0,1,1
Nueces SDA,mcn,1,cnt,0,2013,2,2,0,0,4
Nueces SDA,mcn,1,cnt,0,2014,6,2,0,0,8
Nueces SDA,mcn,1,cnt,0,2015,8,7,3,2,18
Nueces SDA,mcn,1,cnt,0,2016,6,5,3,3,14
Nueces SDA,mcn,1,cnt,0,2017,8,10,0,0,18
Nueces SDA,mcn,1,cnt,0,2018,2,2,4,3,8
Nueces SDA,med,0,cost,1,2013,946.29602925,995.43433309,1250.7775071,,3192.5078695
Nueces SDA,med,0,cost,1,2014,754.67021642,661.18386685,663.73438876,731.2816569,3455.4782533
Nueces SDA,med,0,cost,1,2015,584.85360516,486.15297614,933.81528362,1274.8611207,2754.0624942
Nueces SDA,med,0,cost,1,2016,872.04897463,510.65103047,1076.1332078,1390.0354788,4258.7043872
Nueces SDA,med,0,cost,1,2017,967.95138794,362.03213588,1010.2846626,1293.4202668,3699.4287523
Nueces SDA,med,0,cost,1,2018,900.2834199,463.91601999,1117.9395405,1268.6646896,5437.0088347
Nueces SDA,med,0,cost,0,2013,1380.5963123,294.55636945,573.92440846,3829.8860406,3453.8085008
Nueces SDA,med,0,cost,0,2014,1621.94445,298.10326018,521.64458024,1389.7826023,3556.3529895
Nueces SDA,med,0,cost,0,2015,1792.055253,335.70345832,485.00255125,1257.3563709,3591.1661969
Nueces SDA,med,0,cost,0,2016,1980.7171211,365.7335525,541.78905814,1246.6033737,4263.1981174
Nueces SDA,med,0,cost,0,2017,1942.8684769,381.68179232,555.73544479,1336.1577094,4172.1680878
Nueces SDA,med,0,cost,0,2018,2292.007199,375.75900598,554.81969848,1332.8598192,4440.939875
Nueces SDA,med,1,cost,1,2013,974.21539391,582.62746592,1087.0829239,,2643.9257837
Nueces SDA,med,1,cost,1,2014,782.39932109,619.31093316,510.86666645,879.15836589,2573.1307243
Nueces SDA,med,1,cost,1,2015,544.39799111,575.11809384,1648.5687497,1632.6027797,4101.7360369
Nueces SDA,med,1,cost,1,2016,958.17883257,616.59052284,1302.5557206,1820.4187506,4440.3717181
Nueces SDA,med,1,cost,1,2017,1161.0203379,540.7254694,982.95561661,1530.6446138,3827.9213588
Nueces SDA,med,1,cost,1,2018,962.20429766,550.39008581,1209.9576219,1526.2320251,6037.8692623
Nueces SDA,med,1,cost,0,2013,1105.8248268,360.85400151,633.03673881,1087.9777425,3344.2991621
Nueces SDA,med,1,cost,0,2014,1144.503278,378.55092419,432.86995532,1134.2747463,2973.7215829
Nueces SDA,med,1,cost,0,2015,1185.5923922,447.81195836,601.30493926,1341.5485003,3526.0747171
Nueces SDA,med,1,cost,0,2016,1441.1530152,488.01561435,586.52458275,1430.4250364,4026.7021306
Nueces SDA,med,1,cost,0,2017,1544.4135078,440.27689557,654.66991359,1487.9210775,4115.9149705
Nueces SDA,med,1,cost,0,2018,2104.8610557,480.63620602,665.6149983,1389.6571749,4846.2627874
Nueces SDA,oip,1,cnt,1,2013,0.0354609929,0.0266666667,0.1458333333,,0.2079609929
Nueces SDA,oip,1,cnt,1,2014,0.0982905983,0.0311111111,0.0606060606,0,0.2246398046
Nueces SDA,oip,1,cnt,1,2015,0.0625,0.0439814815,0.0833333333,0.0529482551,0.2588624339
Nueces SDA,oip,1,cnt,1,2016,0.0562248996,0.0494505495,0.0427350427,0.0694444444,0.2649891745
Nueces SDA,oip,1,cnt,1,2017,0.0800438596,0.0318118949,0.0319634703,0.0267702936,0.2257446434
Nueces SDA,oip,1,cnt,1,2018,0.0493096647,0.0250431779,0.0593220339,0.0294117647,0.3590750648
Nueces SDA,oip,1,cnt,0,2013,0.0300967395,0.0077021413,0.047029703,0.1111111111,0.2286331991
Nueces SDA,oip,1,cnt,0,2014,0.0266735207,0.0065419418,0.0350574713,0.0251572327,0.1809858331
Nueces SDA,oip,1,cnt,0,2015,0.0300979421,0.0065389294,0.0597269625,0.0495867769,0.2409427714
Nueces SDA,oip,1,cnt,0,2016,0.0257274464,0.005601876,0.0332625619,0.0454804676,0.2019474757
Nueces SDA,oip,1,cnt,0,2017,0.0296225208,0.0052649976,0.0433628319,0.0420402471,0.215911134
Nueces SDA,oip,1,cnt,0,2018,0.0293456894,0.0064745642,0.0458829365,0.0363620808,0.2112145754
Nueces SDA,oip,1,cost,1,2013,216.05233747,183.0995988,34.196667353,,433.34860362
Nueces SDA,oip,1,cost,1,2014,255.51038784,159.43960158,44.895606359,0,485.50022798
Nueces SDA,oip,1,cost,1,2015,188.75819291,246.46428604,181.4004146,34.976937657,785.56852079
Nueces SDA,oip,1,cost,1,2016,180.88307191,285.2409586,79.881667308,44.258686788,1017.1140356
Nueces SDA,oip,1,cost,1,2017,353.1905356,223.9782154,51.466917935,16.778298826,807.86786404
Nueces SDA,oip,1,cost,1,2018,268.33478194,189.87935141,89.342456925,10.064967306,1982.7776255
Nueces SDA,oip,1,cost,0,2013,332.55920827,73.044566758,232.27896872,229.56667752,986.6877544
Nueces SDA,oip,1,cost,0,2014,363.15299353,83.09107408,96.167769233,27.127452835,972.64440987
Nueces SDA,oip,1,cost,0,2015,324.65497699,85.019876185,169.21152913,210.08343,1030.0962845
Nueces SDA,oip,1,cost,0,2016,407.7004256,81.444992751,104.91503156,262.42520342,1177.6031715
Nueces SDA,oip,1,cost,0,2017,392.92384097,61.993957236,178.32868191,248.55127385,1252.6423628
Nueces SDA,oip,1,cost,0,2018,594.55367034,67.324679532,215.73900691,195.09851186,1551.3303281
Nueces SDA,out,1,cnt,1,2013,3.5319148936,3.6133333333,4.6875,,11.832748227
Nueces SDA,out,1,cnt,1,2014,3.358974359,3.2444444444,3.4545454545,4.1666666667,15.333577534
Nueces SDA,out,1,cnt,1,2015,1.9791666667,2.3472222222,4.5972222222,8.0547533093,12.721626984
Nueces SDA,out,1,cnt,1,2016,5.0301204819,2.543956044,7.5341880342,12.133838384,19.47358633
Nueces SDA,out,1,cnt,1,2017,7.9495614035,2.5297372061,8.1849315068,15.708117444,25.585965276
Nueces SDA,out,1,cnt,1,2018,6.0759368836,2.5259067358,9.8502824859,17.089869281,29.030415048
Nueces SDA,out,1,cnt,0,2013,3.4551534695,1.3229785874,2.3044554455,5.3888888889,12.581658456
Nueces SDA,out,1,cnt,0,2014,3.4175234179,1.1262533627,2.125862069,3.8679245283,10.211853868
Nueces SDA,out,1,cnt,0,2015,3.6423462089,1.3074310624,2.2204209329,4.0259986226,11.411401098
Nueces SDA,out,1,cnt,0,2016,4.0128075497,1.2989187077,2.6942675159,5.3460222412,12.645723295
Nueces SDA,out,1,cnt,0,2017,4.4866922585,1.3316293092,3.2991150442,10.227435744,13.932860777
Nueces SDA,out,1,cnt,0,2018,5.4275484414,1.5562077552,3.0163690476,11.016512663,14.841960495
Nueces SDA,out,1,cost,1,2013,758.16305204,401.92953623,1052.8862559,,2212.9788442
Nueces SDA,out,1,cost,1,2014,529.73179263,460.5552672,465.97106246,879.15836589,2091.1572951
Nueces SDA,out,1,cost,1,2015,357.58666546,331.05319567,1472.5052867,1597.6336431,3333.3224479
Nueces SDA,out,1,cost,1,2016,779.5803184,333.74214288,1222.6740589,1776.2897756,3427.9348344
Nueces SDA,out,1,cost,1,2017,808.65283767,318.52282838,931.48870268,1513.8663182,3022.6521098
Nueces SDA,out,1,cost,1,2018,694.43750555,360.96400777,1120.6151728,1516.1670605,4056.112995
Nueces SDA,out,1,cost,0,2013,773.76747141,287.94620797,400.75777148,871.35664876,2358.25004
Nueces SDA,out,1,cost,0,2014,781.68157199,295.60286855,336.71321958,1107.1474199,2001.574492
Nueces SDA,out,1,cost,0,2015,861.22839989,362.92753569,432.76026201,1131.7717455,2498.7958941
Nueces SDA,out,1,cost,0,2016,1033.7417679,407.21737167,481.64277073,1168.5019079,2850.1083477
Nueces SDA,out,1,cost,0,2017,1151.9889242,378.44535442,476.56212161,1239.906167,2864.5722389
Nueces SDA,out,1,cost,0,2018,1510.5342748,413.46594483,449.8774947,1194.5767105,3295.3169547
Tarrant SDA,ed,1,cnt,1,2013,0.2071078431,0.0934343434,0.5833333333,0.1458333333,0.9486903347
Tarrant SDA,ed,1,cnt,1,2014,0.3914473684,0.1029668412,0.5454545455,0.3536231884,1.4573771726
Tarrant SDA,ed,1,cnt,1,2015,0.2919594067,0.0956386293,0.3120567376,0.5128205128,1.0298744588
Tarrant SDA,ed,1,cnt,1,2016,0.2554216867,0.0942028986,0.2916666667,0.2285714286,1.2329579186
Tarrant SDA,ed,1,cnt,1,2017,0.3525219298,0.1028368794,0.3842592593,0.186746988,1.0208349997
Tarrant SDA,ed,1,cnt,1,2018,0.2516666667,0.09739369,0.1944444444,0.0719298246,0.7240603567
Tarrant SDA,ed,1,cnt,0,2013,0.1470623501,0.0924132365,0.3072463768,0.2090930341,0.802067688
Tarrant SDA,ed,1,cnt,0,2014,0.1318688081,0.0638528897,0.2083333333,0.1991811175,0.7064747024
Tarrant SDA,ed,1,cnt,0,2015,0.1344620483,0.0863607393,0.1720818291,0.2225723623,0.8641477604
Tarrant SDA,ed,1,cnt,0,2016,0.1439229517,0.0857397072,0.1985559567,0.2654320988,0.936201928
Tarrant SDA,ed,1,cnt,0,2017,0.221487749,0.0676170249,0.2155322862,0.1326352531,1.2176460802
Tarrant SDA,ed,1,cnt,0,2018,0.162146972,0.0825535535,0.208988764,0.1167146974,0.8820077151
Tarrant SDA,ed,1,cost,1,2013,100.5488113,45.246009774,284.68466899,81.568609474,462.11111995
Tarrant SDA,ed,1,cost,1,2014,225.64125196,48.037923093,239.51863745,365.01657815,600.64047367
Tarrant SDA,ed,1,cost,1,2015,177.92164304,42.710021869,148.74290823,531.72384597,406.3521267
Tarrant SDA,ed,1,cost,1,2016,125.63280348,46.204353328,127.3932753,115.12581219,663.84054233
Tarrant SDA,ed,1,cost,1,2017,255.90972578,47.630467,223.37930567,68.894919438,604.52465721
Tarrant SDA,ed,1,cost,1,2018,179.16301334,51.005771862,71.022579678,60.913104771,337.68438823
Tarrant SDA,ed,1,cost,0,2013,84.774652694,70.666559053,131.03353734,94.088376242,364.14061855
Tarrant SDA,ed,1,cost,0,2014,79.148545196,46.186569652,90.596823569,87.515852125,318.19596173
Tarrant SDA,ed,1,cost,0,2015,88.313031761,61.131694288,59.03878439,120.13659883,393.39319817
Tarrant SDA,ed,1,cost,0,2016,115.90140344,64.645746673,80.974951648,214.40320966,508.98300269
Tarrant SDA,ed,1,cost,0,2017,170.83262467,45.877254218,94.092651878,40.192932044,712.75064085
Tarrant SDA,ed,1,cost,0,2018,163.08625053,65.471731842,100.36764839,56.906613781,565.93076705
Tarrant SDA,inp,0,cnt,1,2013,0.0649509804,0.0744949495,0.0833333333,0.0486111111,0.2320385225
Tarrant SDA,inp,0,cnt,1,2014,0.0986842105,0.0506108202,0.0606060606,0.1101449275,0.371517253
Tarrant SDA,inp,0,cnt,1,2015,0.0741608119,0.0426791277,0.0425531915,0.141025641,0.2130459017
Tarrant SDA,inp,0,cnt,1,2016,0.062248996,0.0457079153,0.0476190476,0.0476190476,0.7112902446
Tarrant SDA,inp,0,cnt,1,2017,0.0948464912,0.0561465721,0.0324074074,0.062248996,0.2105168729
Tarrant SDA,inp,0,cnt,1,2018,0.0654166667,0.0435528121,0.0396825397,0.0526315789,0.3497102195
Tarrant SDA,inp,0,cnt,0,2013,0.0377697842,0.0081046543,0.0405797101,0.0724637681,0.1834554877
Tarrant SDA,inp,0,cnt,0,2014,0.0319364962,0.0057910099,0.0232240437,0.074783237,0.1001876484
Tarrant SDA,inp,0,cnt,0,2015,0.0305995651,0.0066431338,0.0330926594,0.0623832866,0.1241584676
Tarrant SDA,inp,0,cnt,0,2016,0.0296617833,0.0057631643,0.0354993983,0.0895061728,0.1263240219
Tarrant SDA,inp,0,cnt,0,2017,0.0450672777,0.0037318358,0.0521621098,0.0471204188,0.2116146866
Tarrant SDA,inp,0,cnt,0,2018,0.0256194089,0.0036282319,0.0323970037,0.0297790586,0.1319049704
Tarrant SDA,inp,0,cost,1,2013,372.37693627,527.30159091,253.764,289.6,1181.6385272
Tarrant SDA,inp,0,cost,1,2014,540.38313596,325.90983421,272.82166667,800.11218841,1798.2809331
Tarrant SDA,inp,0,cost,1,2015,388.01408665,251.35653271,376.47400709,1164.516337,1075.2325232
Tarrant SDA,inp,0,cost,1,2016,321.21181526,281.90109253,217.38392857,301.45947619,2228.5061078
Tarrant SDA,inp,0,cost,1,2017,513.77791118,385.59404255,152.83657407,166.91062249,1136.476299
Tarrant SDA,inp,0,cost,1,2018,457.95663333,389.43786008,152.3527381,314.74101754,1527.0480582
Tarrant SDA,inp,0,cost,0,2013,1667.3317998,344.00889763,154.26188406,224.65844437,2403.3252691
Tarrant SDA,inp,0,cost,0,2014,1058.4394265,148.33622358,53.62090847,215.94207129,1320.2790747
Tarrant SDA,inp,0,cost,0,2015,1226.5121109,148.18027529,60.036323706,195.55117239,1596.5673672
Tarrant SDA,inp,0,cost,0,2016,1041.2139257,160.1530017,62.444957882,539.67080247,1449.7764066
Tarrant SDA,inp,0,cost,0,2017,851.13851607,77.920604413,140.63999709,69.637731239,1526.9690265
Tarrant SDA,inp,0,cost,0,2018,738.2820252,72.982566636,74.676646067,69.77784342,1101.9436016
Tarrant SDA,inp,1,cnt,1,2013,0.0894607843,0.095959596,0.0666666667,0.0486111111,0.2594944543
Tarrant SDA,inp,1,cnt,1,2014,0.1228070175,0.1169284468,0.1060606061,0.0913043478,0.5175132421
Tarrant SDA,inp,1,cnt,1,2015,0.0913348946,0.0757009346,0.085106383,0.1391941392,0.3594477533
Tarrant SDA,inp,1,cnt,1,2016,0.102811245,0.0691192865,0.0357142857,0.0857142857,0.2119305315
Tarrant SDA,inp,1,cnt,1,2017,0.0981359649,0.0756501182,0.0601851852,0.0742971888,0.6083098926
Tarrant SDA,inp,1,cnt,1,2018,0.0983333333,0.0648148148,0.0396825397,0.0280701754,0.3205555556
Tarrant SDA,inp,1,cnt,0,2013,0.0334532374,0.0094498251,0.047826087,0.0763207106,0.2351370737
Tarrant SDA,inp,1,cnt,0,2014,0.0223986216,0.0056509048,0.0239071038,0.0823699422,0.1442280891
Tarrant SDA,inp,1,cnt,0,2015,0.0242311277,0.0073049958,0.0619735259,0.0781979458,0.2531171962
Tarrant SDA,inp,1,cnt,0,2016,0.0301139447,0.007684219,0.0610709988,0.0648148148,0.2331097974
Tarrant SDA,inp,1,cnt,0,2017,0.0526176626,0.0043798073,0.0705836727,0.054973822,0.2939165713
Tarrant SDA,inp,1,cnt,0,2018,0.0268137324,0.0050073467,0.0558052434,0.0355427474,0.2174429278
Tarrant SDA,inp,1,cost,1,2013,478.57539216,477.05334596,389.6135,160.26805556,1388.532627
Tarrant SDA,inp,1,cost,1,2014,540.45115132,536.19398778,326.71833333,809.36218841,1490.209028
Tarrant SDA,inp,1,cost,1,2015,391.99023029,388.11761994,488.49670213,805.96860806,1392.1515291
Tarrant SDA,inp,1,cost,1,2016,555.69054217,358.95269231,210.84702381,316.571,1150.7919011
Tarrant SDA,inp,1,cost,1,2017,624.62410088,357.79469267,405.57587963,196.20658635,5132.5729602
Tarrant SDA,inp,1,cost,1,2018,542.89212083,395.91175583,72.755634921,154.97891228,1084.841747
Tarrant SDA,inp,1,cost,0,2013,878.58242806,155.88061071,250.14317391,284.65002805,1688.3931231
Tarrant SDA,inp,1,cost,0,2014,513.01231217,121.55595949,143.03747268,234.84924253,1263.2200277
Tarrant SDA,inp,1,cost,0,2015,585.08740396,175.05516399,161.00325511,255.99259746,1531.9234004
Tarrant SDA,inp,1,cost,0,2016,623.34090116,152.1328373,161.64048135,361.94709877,1545.5089814
Tarrant SDA,inp,1,cost,0,2017,553.00457342,97.030467439,354.60028893,161.66702443,2252.8019429
Tarrant SDA,inp,1,cost,0,2018,453.24575875,79.20607339,134.93567416,81.186349664,1184.1224987
Tarrant SDA,mce,0,cnt,1,2013,0,0,0,0,0
Tarrant SDA,mce,0,cnt,1,2014,0,0,0,0,0
Tarrant SDA,mce,0,cnt,1,2015,0.0003903201,0.0003115265,0,0,0.0007018465
Tarrant SDA,mce,0,cnt,1,2016,0,0,0,0,0
Tarrant SDA,mce,0,cnt,1,2017,0.0005482456,0.0011820331,0,0,0.0017302787
Tarrant SDA,mce,0,cnt,1,2018,0.0016666667,0.0003429355,0,0,0.0020096022
Tarrant SDA,mce,0,cnt,0,2013,0.000059952,0,0,0.000116877,0.000059952
Tarrant SDA,mce,0,cnt,0,2014,0.000092302,0.0001401051,0,0.0001204239,0.0002324071
Tarrant SDA,mce,0,cnt,0,2015,0.0003624314,0.0002451341,0.0006016847,0.0005252101,0.0027720676
Tarrant SDA,mce,0,cnt,0,2016,0.0002712968,0.0001011081,0.0003008424,0,0.0008998311
Tarrant SDA,mce,0,cnt,0,2017,0.0002644104,0.0002399894,0.0005817336,0,0.0019737222
Tarrant SDA,mce,0,cnt,0,2018,0.0002575992,0.0001804449,0,0.0004803074,0.0004380441
Tarrant SDA,mce,0,cost,1,2013,0,0,0,0,0
Tarrant SDA,mce,0,cost,1,2014,0,0,0,0,0
Tarrant SDA,mce,0,cost,1,2015,0.5406518345,1.3264641745,0,0,1.867116009
Tarrant SDA,mce,0,cost,1,2016,0,0,0,0,0
Tarrant SDA,mce,0,cost,1,2017,0.1205811404,14.762630024,0,0,14.883211164
Tarrant SDA,mce,0,cost,1,2018,52.606795833,0.2751680384,0,0,52.881963872
Tarrant SDA,mce,0,cost,0,2013,0.726485012,0,0,0.0438090229,0.726485012
Tarrant SDA,mce,0,cost,0,2014,2.3952950588,5.0981299475,0,0.0148037091,7.4934250062
Tarrant SDA,mce,0,cost,0,2015,3.2731660971,3.9193285777,28.276606498,0.9448295985,108.91483234
Tarrant SDA,mce,0,cost,0,2016,6.6889867065,1.0265623231,0,0,7.7155490295
Tarrant SDA,mce,0,cost,0,2017,1.4016837064,2.7557827256,4.4629484196,0,15.459326432
Tarrant SDA,mce,0,cost,0,2018,20.127687462,3.4643927384,0,2.9919740634,23.5920802
Tarrant SDA,mce,1,cnt,1,2013,0,0,0,0,0
Tarrant SDA,mce,1,cnt,1,2014,0,0.0008726003,0,0,0.0008726003
Tarrant SDA,mce,1,cnt,1,2015,0.0003903201,0.0003115265,0,0,0.0007018465
Tarrant SDA,mce,1,cnt,1,2016,0.0008032129,0.0011148272,0,0,0.0019180401
Tarrant SDA,mce,1,cnt,1,2017,0.0005482456,0,0,0,0.0005482456
Tarrant SDA,mce,1,cnt,1,2018,0,0,0,0,0
Tarrant SDA,mce,1,cnt,0,2013,0.0001199041,0.0002690342,0,0.000116877,0.0003889382
Tarrant SDA,mce,1,cnt,0,2014,0.0002461387,0.000081728,0,0,0.0003278667
Tarrant SDA,mce,1,cnt,0,2015,0.0004142073,0.0003186743,0,0.0005252101,0.0007328816
Tarrant SDA,mce,1,cnt,0,2016,0.0001808645,0.0002426595,0.0003008424,0,0.0009509502
Tarrant SDA,mce,1,cnt,0,2017,0.0002937893,0.0002519889,0.0002908668,0,0.0011844949
Tarrant SDA,mce,1,cnt,0,2018,0.0003278535,0.0001611115,0.0001872659,0,0.0009558184
Tarrant SDA,mce,1,cost,1,2013,0,0,0,0,0
Tarrant SDA,mce,1,cost,1,2014,0,0.2077399651,0,0,0.2077399651
Tarrant SDA,mce,1,cost,1,2015,0.1804527713,0,0,0,0.1804527713
Tarrant SDA,mce,1,cost,1,2016,3.6296385542,0.0636008919,0,0,3.6932394461
Tarrant SDA,mce,1,cost,1,2017,24.778700658,0,0,0,24.778700658
Tarrant SDA,mce,1,cost,1,2018,0,0,0,0,0
Tarrant SDA,mce,1,cost,0,2013,1.6979970024,6.5418035378,0,0.5156790556,8.2398005402
Tarrant SDA,mce,1,cost,0,2014,3.8277475232,0.6685977817,0,0,4.4963453049
Tarrant SDA,mce,1,cost,0,2015,11.40880553,10.37963426,0,4.565839169,21.78843979
Tarrant SDA,mce,1,cost,0,2016,0.9944013384,2.9900554073,0.6631137184,0,5.147004214
Tarrant SDA,mce,1,cost,0,2017,5.4930889006,7.4575705869,0.7629930192,0,15.533392784
Tarrant SDA,mce,1,cost,0,2018,3.4870959206,1.7285295672,3.1944681648,0,13.179425674
Tarrant SDA,mcm,0,cnt,1,2013,0,0,0,0,0
Tarrant SDA,mcm,0,cnt,1,2014,0,0,0,0,0
Tarrant SDA,mcm,0,cnt,1,2015,0.1666666667,0.1666666667,0,0,0.3333333333
Tarrant SDA,mcm,0,cnt,1,2016,0,0,0,0,0
Tarrant SDA,mcm,0,cnt,1,2017,0.1666666667,0.1666666667,0,0,0.3333333333
Tarrant SDA,mcm,0,cnt,1,2018,0.2222222222,0.1666666667,0,0,0.3888888889
Tarrant SDA,mcm,0,cnt,0,2013,0.1666666667,0,0,0.1666666667,0.1666666667
Tarrant SDA,mcm,0,cnt,0,2014,0.1666666667,0.1666666667,0,0.1666666667,0.3333333333
Tarrant SDA,mcm,0,cnt,0,2015,0.1666666667,0.1851851852,0.1666666667,0.1666666667,0.5185185185
